Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,vlaue
PLYM,Plymouth Industrial REIT Inc,22.04,0.65,3.04%,22.08,21.38,167900,2/17/23,3700516
AVD,American Vanguard Corp,20.4,-0.16,-0.78%,20.72,20.35,181000,2/17/23,3692400
GAZ,Ipath.B Natural Gas Subindex ETN,12.41,-0.76,-5.77%,12.75,12.2137,297500,2/17/23,3691975
KLXE,Klx Energy Services Holdings Inc,12.7,-0.5,-3.79%,13.16,12.37,290700,2/17/23,3691890
HCI,Homeowners Choice,52.4,2.19,4.36%,52.44,49.9,70400,2/17/23,3688960
APOG,Apogee Entrpr Inc,47.58,0.31,0.66%,47.7,46.84,77500,2/17/23,3687450
NVTS,Navitas Semiconductor Corp,5.77,-0.07,-1.20%,5.93,5.7,638300,2/17/23,3682991
WOW,Wideopenwest Inc,11.99,0.03,0.25%,12.0846,11.69,306800,2/17/23,3678532
ALEC,Alector Inc,9.84,0.3,3.14%,9.86,9.4,371700,2/17/23,3657528
DNL,Wisdomtree Global Ex-US Quality Div Growth Fund,34.89,-0.01,-0.03%,34.95,34.65,104800,2/17/23,3656472
BPT,BP Prudhoe Bay Royalty Trust,10.55,-0.4,-3.65%,10.8535,10.44,346100,2/17/23,3651355
EHTH,Ehealth Inc,9.21,-0.55,-5.64%,9.85,9.12,396300,2/17/23,3649923
SP,SP Plus Corp,38.7,-0.13,-0.33%,39.6,38.67,94300,2/17/23,3649410
LGLV,SSGA US Large Cap Low Vol Index SPDR,138.59,0.4993,0.36%,138.82,137.8,26300,2/17/23,3644917
GCI,Gannett Inc,2.68,-0.22,-7.59%,2.94,2.6118,1354700,2/17/23,3630596
BDRY,Breakwave Dry Bulk Shipping ETF,6.6,-0.15,-2.22%,6.7,6.55,548900,2/17/23,3622740
CFO,Victory US 500 Ehnd Vol Wtd ETF,64.32,0,0.00%,64.38,63.93,56300,2/17/23,3621216
ENZL,New Zealand Ishares MSCI ETF,51,-0.09,-0.18%,51.19,50.74,70800,2/17/23,3610800
CECO,Ceco Environmental Corp,14.53,0.06,0.41%,14.67,14.22,247900,2/17/23,3601987
SBSI,Southside Bancshares,38.85,0.45,1.17%,39.03,38.49,92700,2/17/23,3601395
CRON,Cronos Group Inc,2.3,0,0.00%,2.3,2.24,1553400,2/17/23,3572820
FTXN,Nasdaq Oil & Gas ETF,27.23,-1.15,-4.05%,27.96,27.07,131200,2/17/23,3572576
PLBY,Plby Group Inc,2.35,-0.09,-3.69%,2.45,2.31,1520100,2/17/23,3572235
EWM,Malaysia Ishares MSCI ETF,22.55,-0.2,-0.88%,22.57,22.46,158400,2/17/23,3571920
VIEW,View Inc,0.6914,0.0222,3.32%,0.7174,0.62,5165300,2/17/23,3571288.42
SWBI,Smith & Wesson Brands Inc,11.01,0,0.00%,11.06,10.77,324100,2/17/23,3568341
PDSB,Pds Biotechnology Corp,8.81,0.18,2.09%,8.85,8.54,405000,2/17/23,3568050
MCRB,Seres Therapeutics Inc,5.27,0.24,4.77%,5.27,4.99,676700,2/17/23,3566209
PBJ,Dynamic Food & Beverage Invesco ETF,46.27,0.59,1.29%,46.31,45.6,77000,2/17/23,3562790
INST,Instructure Holdings Inc,26.52,-0.04,-0.15%,26.68,25.8479,134300,2/17/23,3561636
BLFS,Biolife Solutions,23.63,0.88,3.87%,23.65,22.57,149800,2/17/23,3539774
UGL,Ultra Gold 2X ETF,55.71,0.36,0.65%,55.785,54.55,63400,2/17/23,3532014
IWC,Micro-Cap Ishares ETF,118.5,0.53,0.45%,118.59,117.05,29800,2/17/23,3531300
QQQE,Nasdaq 100 EW Index Direxion,70.89,-0.57,-0.80%,71.06,70.37,49700,2/17/23,3523233
RTM,S&P 500 EW Materials Invesco ETF,169.3233,-1.7067,-1.00%,169.38,168.73,20800,2/17/23,3521924.64
BZUN,Baozun Inc ADR,6.7,-0.26,-3.74%,6.82,6.61,525300,2/17/23,3519510
ARCO,Arcos Dorados Holdings Inc,8.5,0.02,0.24%,8.59,8.4,413800,2/17/23,3517300
APPH,Appharvest Inc,0.8649,-0.0729,-7.77%,0.95,0.8555,4066100,2/17/23,3516769.89
PRCH,Porch Group Inc,3.37,-0.1,-2.88%,3.48,3.23,1041200,2/17/23,3508844
AVNW,Aviat Networks Inc,35.75,0.43,1.22%,36.06,34.78,97800,2/17/23,3496350
AMWD,Amer Woodmark Cp,58.54,-0.67,-1.13%,59.48,58.06,59700,2/17/23,3494838
MGI,Moneygram Intl,10.85,0,0.00%,10.87,10.85,322100,2/17/23,3494785
HEDJ,Wisdomtree Europe Hedged Equity Fund,80.45,0.62,0.78%,80.45,79.9901,43400,2/17/23,3491530
DBO,DB Oil Fund Invesco,14.72,-0.27,-1.80%,14.78,14.5538,237100,2/17/23,3490112
VNDA,Vanda Pharmaceuticals,7.06,0.01,0.14%,7.1,6.95,493900,2/17/23,3486934
TMP,Tompkinstrustco,77.36,0.93,1.22%,77.45,75.7877,45000,2/17/23,3481200
HCKT,Hackett Grp Inc,21.67,-0.13,-0.60%,21.89,21.48,160500,2/17/23,3478035
EZA,South Africa Ishares MSCI ETF,42.72,-0.27,-0.63%,42.81,42.26,81300,2/17/23,3473136
HROW,Harrow Health Inc,17.88,-1.23,-6.44%,19.13,17.87,193200,2/17/23,3454416
SMP,Standard Motor Products,41.17,0.43,1.06%,41.29,40.6,83900,2/17/23,3454163
CNDT,Conduent Inc,4.24,0.07,1.68%,4.27,4.15,814200,2/17/23,3452208
CCO,Clear Channel Outdoor Holdings,1.85,0.1,5.71%,1.8675,1.75,1866000,2/17/23,3452100
DES,Wisdomtree U.S. Smallcap Dividend Fund,31.57,0.19,0.61%,31.63,31.28,109300,2/17/23,3450601
PRPL,Purple Innovation Inc,4.47,0.02,0.45%,4.5,4.34,771600,2/17/23,3449052
WMK,Weis Markets,83.54,0.64,0.77%,83.725,82.72,41200,2/17/23,3441848
FARO,Faro Tech Inc,28.57,-0.81,-2.76%,29.42,28,120400,2/17/23,3439828
ASLE,Aersale Corp,19.41,0.11,0.57%,19.6,19.25,177100,2/17/23,3437511
HVT,Haverty Furniture Companies,36.49,0.35,0.97%,36.58,36.17,94100,2/17/23,3433709
NX,Quanex Building Products Corp,26.44,-0.09,-0.34%,26.63,26.08,129700,2/17/23,3429268
AVDL,Avadel Pharmaceuticals Plc ADR,8.38,0.18,2.20%,8.52,7.91,407300,2/17/23,3413174
FYT,Smallcap Value Alphadex Fund FT,51.29,0.19,0.37%,51.37,50.87,66500,2/17/23,3410785
SPBO,Issuer Scd Corp Bond SPDR,28.77,0.11,0.38%,28.79,28.6,118300,2/17/23,3403491
PKE,Park Electrochemical Corp,16.13,0.22,1.38%,16.54,15.96,210300,2/17/23,3392139
DVYE,Emrg Mkts Dividend Ishares ETF,25.22,0.01,0.04%,25.255,25.1,134500,2/17/23,3392090
ACB,Aurora Cannabis Inc,0.936,0.001,0.11%,0.937,0.9005,3614100,2/17/23,3382797.6
IGE,Natural Resources North American Ishares ETF,39.96,-1.21,-2.94%,40.68,39.81,84500,2/17/23,3376620
POWL,Powell Inds Inc,43.21,0.79,1.86%,43.65,42.34,78100,2/17/23,3374701
SATS,Echostar Corp,18.29,0.56,3.16%,18.42,17.79,184300,2/17/23,3370847
MTW,Manitowoc Company,14.36,0,0.00%,14.56,14.1825,234500,2/17/23,3367420
REZ,Residential and Multisector Real Estate ETF,75.93,-0.0371,-0.05%,76.06,75.1,44200,2/17/23,3356106
SIBN,Si-Bone Inc,17.05,0.56,3.40%,17.07,16.14,196700,2/17/23,3353735
CLMT,Calumet Specialty Pr,19.53,-0.47,-2.35%,19.78,19.17,171100,2/17/23,3341583
BWX,Intl Treasury Bond ETF SPDR,22.55,0.06,0.27%,22.57,22.41,147900,2/17/23,3335145
CABA,Cabaletta Bio Inc,7.93,-0.02,-0.25%,8.18,7.66,420500,2/17/23,3334565
VITL,Vital Farms Inc,16.14,0.95,6.25%,16.15,15.23,206300,2/17/23,3329682
RDNT,Radnet Inc,21.72,0.56,2.65%,21.87,21.08,152900,2/17/23,3320988
MOO,Vaneck Agribusiness ETF,89.85,-0.33,-0.37%,90.11,89.57,36900,2/17/23,3315465
VTHR,Russell 3000 Vanguard,184.17,-0.51,-0.28%,184.17,182.63,18000,2/17/23,3315060
RWL,Largecap Revenue ETF Oppenheimer,78.04,-0.05,-0.06%,78.04,77.4743,42400,2/17/23,3308896
LPRO,Open Lending Corp Cl A,8.94,-0.07,-0.78%,9.05,8.83,368900,2/17/23,3297966
UFCS,United Fire Group,28.39,2.08,7.91%,28.7,26.34,116100,2/17/23,3296079
DM,Desktop Metal Inc,1.78,-0.02,-1.11%,1.8,1.72,1850200,2/17/23,3293356
POWW,Ammo Inc,2.08,0.1,5.05%,2.11,1.96,1582800,2/17/23,3292224
WASH,Washington TR Bncorp,44.25,0.33,0.75%,44.77,44.01,74400,2/17/23,3292200
DFAR,Dimensional US Real Estate ETF,22.77,-0.09,-0.39%,22.8,22.56,144500,2/17/23,3290265
FXR,Indust/Producer Dur Alphadex ETF FT,57.42,-0.18,-0.31%,57.49,56.9885,57300,2/17/23,3290166
BOOM,Dynamic Materials,25.84,-0.01,-0.04%,26.02,25.26,127200,2/17/23,3286848
CRGY,Crescent Energy Company Cl A,11.18,-0.41,-3.54%,11.46,11.12,293500,2/17/23,3281330
MRTN,Marten Transport L,22.5,0.39,1.76%,22.6,22.06,145700,2/17/23,3278250
MDYG,S&P Midcap Growth ETF SPDR,70.79,-0.08,-0.11%,70.8855,70.3595,46300,2/17/23,3277577
EEMA,Emrg Mkts Asia Ishares MSCI ETF,66.85,-0.59,-0.87%,66.87,66.5,48900,2/17/23,3268965
LVHD,Legg Low Vol HI Div ETF,38.31,0.31,0.82%,38.38,37.89,85200,2/17/23,3264012
DBD,Diebold Nixdorf Inc,2.93,-0.13,-4.25%,3.05,2.865,1113500,2/17/23,3262555
NFRA,Flexshares Global Broad Infr Fund,52.03,0.13,0.25%,52.09,51.63,62700,2/17/23,3262281
BOXD,Boxed Inc,0.59,-0.1253,-17.52%,0.6923,0.5602,5525500,2/17/23,3260045
SYM,Symbotic Inc,17.36,-0.17,-0.97%,17.48,16.48,187200,2/17/23,3249792
BTBT,Bit Digital Inc,1.49,0.04,2.76%,1.49,1.3542,2176800,2/17/23,3243432
WBX,Wallbox N.V. Cl A,5.86,0.11,1.91%,5.9,5.6092,553400,2/17/23,3242924
LAND,Gladstone Land Corp,18.64,-0.11,-0.59%,18.89,18.6,173900,2/17/23,3241496
BOC,Boston Omaha Corp Cl A,25.38,0.02,0.08%,25.48,25.01,127600,2/17/23,3238488
TPVG,Triplepoint Venture Growth Bdc,12.17,0.19,1.59%,12.36,11.9,265000,2/17/23,3225050
AMEH,Apollo Medical Holdings Inc,34.46,-0.35,-1.01%,35.06,33.82,93400,2/17/23,3218564
LTPZ,15+ Year US TIPS Index ETF Pimco,59.9,0.41,0.69%,59.938,59.32,53700,2/17/23,3216630
CCCS,CCC Intelligent Solutions Hldgs Inc,9.16,-0.08,-0.87%,9.22,9.09,350700,2/17/23,3212412
NR,Newpark Resources,4.27,-0.13,-2.95%,4.82,4.22,752000,2/17/23,3211040
SMMD,Russell 2500 Ishares ETF,58.64,-0.07,-0.12%,58.68,58.18,54700,2/17/23,3207608
SLI,Standard Lithium Ltd,4.44,-0.19,-4.10%,4.57,4.395,721900,2/17/23,3205236
RHS,S&P 500 EW Consumer Staples Invesco ETF,169.5,2.01,1.20%,169.54,167.54,18900,2/17/23,3203550
TBLA,Taboola.com Ltd,4,-0.01,-0.25%,4.04,3.92,799800,2/17/23,3199200
INSE,Inspired Entertainment Inc,16,0.15,0.95%,16.07,15.73,199100,2/17/23,3185600
FBT,Biotechnology Index NYSE ETF,161.67,1.36,0.85%,161.73,159.4,19700,2/17/23,3184899
AAN,Aarons Holdings Company,14.75,-0.12,-0.81%,15.06,14.56,215500,2/17/23,3178625
UHT,Universal Health Realty Income Trust,56.12,0.31,0.56%,56.405,55.59,56600,2/17/23,3176392
EDC,Emrg Mkts Bull 3X Direxion,33.16,-1.01,-2.96%,33.2,32.63,95700,2/17/23,3173412
KALA,Kala Pharmaceuticals Inc,12.73,0.45,3.66%,12.87,12.05,249200,2/17/23,3172316
BFLY,Butterfly Network Inc,2.43,-0.04,-1.62%,2.48,2.372,1302300,2/17/23,3164589
AXGN,Axogen Inc,8.7,0.22,2.59%,8.76,8.29,363600,2/17/23,3163320
BRMK,Broadmark Realty Capital Inc,4.34,-0.07,-1.59%,4.43,4.3,728400,2/17/23,3161256
EELV,S&P Emerging Markets Low Vol Invesco ETF,23.4,-0.03,-0.13%,23.42,23.29,135000,2/17/23,3159000
PBT,Permian Basin Royalty Trust,24.03,-0.97,-3.88%,24.67,23.7,130900,2/17/23,3145527
DSTL,Distillate U.S. Fundamental Stability Value ETF,43.68,-0.13,-0.30%,43.75,43.38,72000,2/17/23,3144960
GRID,Nasdaq Smart Grid Infrastructure ETF,96.29,0.06,0.06%,96.54,95.47,32600,2/17/23,3139054
GRTX,Galera Therapeutics Inc,1.72,0.13,8.18%,1.77,1.5,1821000,2/17/23,3132120
RODM,Lattice Developed Markets Ex-US ETF,26.4,0.13,0.49%,26.44,26.17,118600,2/17/23,3131040
ALDX,Aldeyra Therapeu,7.11,0.35,5.18%,7.12,6.61,440300,2/17/23,3130533
KZR,Kezar Life Sciences Inc,6.65,0.31,4.89%,6.73,6.27,470600,2/17/23,3129490
SYLD,Cambria Shareholder Yield ETF,64.995,-0.225,-0.34%,65.1,64.52,48100,2/17/23,3126259.5
EVER,Everquote Inc Cl A,15.81,-0.14,-0.88%,16.01,15.47,197600,2/17/23,3124056
HACK,Etfmg Prime Cyber Security ETF,47.14,-0.35,-0.74%,47.195,46.65,66100,2/17/23,3115954
FFWM,First Foundation,15.33,-0.04,-0.26%,15.44,15.21,203000,2/17/23,3111990
TRTX,Tpg Re Finance Trust Inc,8.05,-0.11,-1.35%,8.19,7.94,386100,2/17/23,3108105
CLDT,Chatham Lodging Trust REIT,13.35,-0.17,-1.26%,13.65,13.33,232400,2/17/23,3102540
GLP,Global Partners LP,36.02,-0.62,-1.69%,36.39,35.9069,86000,2/17/23,3097720
NFBK,Northfield Bncrp Del,14.82,0.15,1.02%,14.86,14.59,209000,2/17/23,3097380
ITOS,Iteos Therapeutics Inc,18.74,0.73,4.05%,18.91,17.9,165200,2/17/23,3095848
DIVB,US Dividend and Buyback Ishares ETF,38.93,-0.06,-0.15%,38.99,38.67,78400,2/17/23,3052112
TIGO,Millicom International Cellular S.A.,19.64,0.8,4.25%,19.74,18.88,155200,2/17/23,3048128
SLGC,Somalogic Inc,3.09,-0.01,-0.32%,3.15,3.05,985600,2/17/23,3045504
AMPY,Amplify Energy Corp,8.14,-0.22,-2.63%,8.245,7.9825,373900,2/17/23,3043546
CLAR,Clarus Corp,9.9,0.18,1.85%,9.91,9.48,307400,2/17/23,3043260
HSII,Heidrick & Struggl,31.44,0.3,0.96%,31.67,31,96600,2/17/23,3037104
TCN,Tricon Residential Inc,8.75,-0.12,-1.35%,8.85,8.67,346600,2/17/23,3032750
CSV,Carriage Services,33.48,-0.37,-1.09%,34.23,33.39,90500,2/17/23,3029940
BUSE,First Busey Corp,24.84,0.33,1.35%,24.93,24.38,121900,2/17/23,3027996
JBI,Janus International Group Inc,10.88,0.03,0.28%,11.09,10.8,278300,2/17/23,3027904
IMTM,Intl Momentum Factor Ishares Edge MSCI ETF,32.17,-0.02,-0.06%,32.239,31.96,93900,2/17/23,3020763
DVOL,FT Momentum & Low Volatility ETF,26.37,0.24,0.91%,26.41,26.2,114200,2/17/23,3011454
CVLG,Covenant Logistics Group Inc,34.95,1.37,4.08%,35.42,33.65,86100,2/17/23,3009195
SLQT,Selectquote Inc,2.06,-0.19,-8.44%,2.3785,2.02,1460200,2/17/23,3008012
IAS,Integral Ad Science Holding Corp,10.89,-0.04,-0.37%,10.96,10.6,276100,2/17/23,3006729
SNSR,Gx Internet of Things ETF,32.91,-0.41,-1.23%,33.11,32.78,91200,2/17/23,3001392
ATEX,Anterix Inc.,31.48,0.72,2.34%,31.99,30.89,95200,2/17/23,2996896
ALKT,Alkami Technology Inc,15.72,-0.4,-2.48%,16.39,15.59,190600,2/17/23,2996232
TGLS,Tecnoglass Inc,35.33,-0.55,-1.53%,35.88,35.26,84800,2/17/23,2995984
PMVP,Pmv Pharmaceuticals Inc,7.93,0.35,4.62%,7.95,7.49,376700,2/17/23,2987231
UVSP,Univest Corp of Penn,28.72,0.68,2.43%,28.82,28.04,103900,2/17/23,2984008
BLOK,Transformational Data Sharing Amplify ETF,19.36,0.28,1.47%,19.36,18.7856,153900,2/17/23,2979504
DRLL,Ea Series Strive U.S. Energy ETF,28.42,-0.95,-3.23%,29.02,28.3,104800,2/17/23,2978416
PFXF,Vaneck Prfd Securities Ex Financials ETF,18.18,0.01,0.06%,18.18,18.04,163800,2/17/23,2977884
ALEX,Alexander and Baldwin Inc,19.23,-0.17,-0.88%,19.45,19.15,154300,2/17/23,2967189
EPV,Ultrashort FTSE Europe -2X ETF,10.5,-0.12,-1.13%,10.71,10.4738,282000,2/17/23,2961000
ASXC,Asensus Surgical Inc,0.9749,-0.0232,-2.32%,1.03,0.901,3036800,2/17/23,2960576.32
RRGB,Red Robin Gourmet Burgers Inc,9.58,-0.61,-5.99%,10.16,9.3,308400,2/17/23,2954472
FNCL,Fidelity Financials MSCI ETF,51.66,0.05,0.10%,51.71,51.25,57100,2/17/23,2949786
NGD,New Gold Inc,0.9355,-0.0267,-2.77%,0.97,0.9,3149200,2/17/23,2946076.6
ACCO,Acco Brands Corp,5.85,0.02,0.34%,5.905,5.8,503500,2/17/23,2945475
CGBD,Carlyle Secured Lending Inc,15.48,0.14,0.91%,15.57,15.33,190100,2/17/23,2942748
ATCX,Atlas Technical Consultants Inc,12.21,0,0.00%,12.23,12.19,240900,2/17/23,2941389
MXI,Global Materials Ishares ETF,83.79,-0.5163,-0.61%,84,83.2974,35100,2/17/23,2941029
PWZ,California Amt-Free Municipal Bond Invesco ETF,24.185,-0.155,-0.64%,24.28,24.18,121200,2/17/23,2931222
TUP,Tupperware Corp,4.32,-0.02,-0.46%,4.39,4.21,678200,2/17/23,2929824
SPFF,Gx Superincome Preferred ETF,10.17,-0.01,-0.10%,10.2,10.1,287700,2/17/23,2925909
ANAB,Anaptysbio Inc,26.99,1.04,4.01%,27.18,25.96,108100,2/17/23,2917619
AMOT,Allied Motion Tech,42.36,1.32,3.22%,42.86,41.05,68700,2/17/23,2910132
AUR,Aurora Innovation Inc,1.8,0.09,5.26%,1.8,1.685,1616600,2/17/23,2909880
SGMO,Sangamo Therapeutics,3.07,0.1,3.37%,3.07,2.92,947500,2/17/23,2908825
SVM,Silvercorp Metals Inc,3.11,0.04,1.30%,3.1499,2.9701,935000,2/17/23,2907850
GABC,German Amer Bncp Inc,40.09,0.74,1.88%,40.34,39.22,72400,2/17/23,2902516
THRY,Thryv Holdings Inc,24.16,0.15,0.62%,24.3,23.98,119900,2/17/23,2896784
RTL,The Necessity Retail REIT Inc,6.66,0.01,0.15%,6.73,6.58,434900,2/17/23,2896434
CRBU,Caribou Biosciences Inc,6.85,0.19,2.85%,6.86,6.39,422600,2/17/23,2894810
SDIV,Gx Superdividend ETF,25.03,0.02,0.08%,25.03,24.81,115600,2/17/23,2893468
GOOD,Gladstone Comml,16.37,0.01,0.06%,16.51,16.23,176700,2/17/23,2892579
HT,Hersha Hospitality Trust,8.54,-0.22,-2.51%,8.86,8.5,338400,2/17/23,2889936
SNPE,Xt S&P 500 ESG ETF,36.72,-0.14,-0.38%,36.73,36.44,78600,2/17/23,2886192
RSI,Rush Street Interactive Inc,4.33,0.24,5.87%,4.375,4.15,662400,2/17/23,2868192
RETL,Retail Bull 3X Direxion,10.85,0.12,1.12%,10.88,10.424,264300,2/17/23,2867655
FXL,Technology Alphadex ETF FT,104.58,-1.09,-1.03%,105.12,103.8964,27400,2/17/23,2865492
EGRX,Eagle Pharmaceuticals,30.8,0.41,1.35%,31.07,30.31,93000,2/17/23,2864400
BSIG,Brightsphere Investment Group Plc,25.9,-0.12,-0.46%,26.2,25.48,110500,2/17/23,2861950
VIOV,S&P Smallcap 600 Value Vanguard,178.57,0.54,0.30%,178.57,176.7916,16000,2/17/23,2857120
HRZN,Horizon Technology F,12.78,0.18,1.43%,12.82,12.52,223400,2/17/23,2855052
AGS,Playags Inc,6.49,0.03,0.46%,6.56,6.33,439800,2/17/23,2854302
RAIN,Rain Oncology Inc,9.5,-0.02,-0.21%,9.66,9,299600,2/17/23,2846200
FC,Franklin Covey Company,49.08,0.73,1.51%,49.42,48.42,57800,2/17/23,2836824
RCD,S&P 500 EW Consumer Discretionary Invesco ETF,133.74,-0.76,-0.57%,133.93,132.5907,21200,2/17/23,2835288
DSGN,Design Therapeutics Inc,7.64,0.86,12.61%,7.66,6.77,371100,2/17/23,2835204
MASS,908 Devices Inc,10.55,0.44,4.35%,10.79,9.81,268100,2/17/23,2828455
DMRC,Digimarc Corp,22.56,0.44,1.99%,22.94,21.65,125200,2/17/23,2824512
BRCC,Brc Inc Cl A,7.33,-0.42,-5.42%,7.72,7.25,385300,2/17/23,2824249
BCI,All Commodity Strategy K-1 Free ETF,20.87,-0.16,-0.76%,20.9099,20.71,135200,2/17/23,2821624
DLX,Deluxe Corp,19.11,-0.37,-1.90%,19.2958,18.97,147300,2/17/23,2814903
NETI,Eneti Inc,10.07,0.01,0.10%,10.1,9.86,279500,2/17/23,2814565
BATRK,Liberty Braves CS C,33.92,0.29,0.86%,34.07,33.46,82900,2/17/23,2811968
IHRT,Iheartmedia Inc,7.75,0.01,0.13%,7.81,7.48,362500,2/17/23,2809375
MXCT,Maxcyte Inc,4.85,-0.03,-0.61%,5,4.79,578000,2/17/23,2803300
BKKT,Bakkt Hldgs Inc,1.68,0.01,0.60%,1.73,1.61,1664800,2/17/23,2796864
HOLI,Hollysys Automation,18.9,0.06,0.32%,18.94,18.6,147900,2/17/23,2795310
CIR,Circor International,26.75,-0.06,-0.22%,26.96,26.5704,104300,2/17/23,2790025
CNOB,Connectone Bancorp,24.38,0.32,1.33%,24.41,23.94,114400,2/17/23,2789072
NOTV,Inotiv Inc,7.42,-0.19,-2.50%,7.64,7.22,374600,2/17/23,2779532
NGL,Ngl Energy Partners LP,2.76,0.01,0.36%,2.83,2.6,1005500,2/17/23,2775180
BARK,Bark Inc,1.55,-0.02,-1.27%,1.63,1.51,1790000,2/17/23,2774500
IMTX,Immatics NV,8.78,0.68,8.40%,8.79,8.08,315700,2/17/23,2771846
LVHI,Legg Intl Low Vol High Div ETF,27.12,0.12,0.44%,27.18,27.0201,102200,2/17/23,2771664
BBW,Build-A-Bear Workshop,23.05,-0.43,-1.83%,23.7319,22.85,120200,2/17/23,2770610
INDY,India 50 Ishares ETF,42.15,-0.07,-0.17%,42.21,42.03,65700,2/17/23,2769255
KAMN,Kaman Corp,25.24,-0.14,-0.55%,25.45,24.94,109600,2/17/23,2766304
IMPP,Imperial Petroleum Inc,0.2415,-0.0105,-4.17%,0.2529,0.24,11417800,2/17/23,2757398.7
AIRS,Airsculpt Technologies Inc,7.11,0.04,0.57%,7.43,7,387100,2/17/23,2752281
UDN,DB US Dollar Index Bearish -1X Fund Invesco,18.48,0.03,0.16%,18.5,18.39,148900,2/17/23,2751672
VSEC,V S E Cp,55.47,0.73,1.33%,55.78,54.42,49600,2/17/23,2751312
PDN,FTSE RAFI Dev Markets Ex-U.S. Small-Mid Invesco,31.34,0.11,0.35%,31.38,31.06,87700,2/17/23,2748518
NIC,Nicolet Bankshares Inc,75.72,1.66,2.24%,76.06,73.96,36200,2/17/23,2741064
ATRA,Atara Biotherap,4.52,0.18,4.15%,4.55,4.23,605900,2/17/23,2738668
FTA,Largecap Value Alphadex Fund FT,71.31,-0.21,-0.29%,71.47,70.83,38400,2/17/23,2738304
DOLE,Dole Plc,11.45,0.05,0.44%,11.5758,11.39,238900,2/17/23,2735405
BTF,Valkyrie Bitcoin Strategy ETF,9.84,0.09,0.92%,9.89,9.41,276500,2/17/23,2720760
HRTX,Heron Therapeutics,2.7,0.02,0.75%,2.73,2.63,1007600,2/17/23,2720520
SANA,Sana Biotechnology Inc,4.38,0.07,1.62%,4.39,4.14,618100,2/17/23,2707278
ERAS,Erasca Inc,3.89,0.17,4.57%,3.89,3.71,695600,2/17/23,2705884
ALTG,Alta Equipment Group Inc,18.09,0.3,1.69%,18.19,17.63,149400,2/17/23,2702646
CBD,Companhia Brasileira DE Distribuicao ADR,3.35,-0.14,-4.01%,3.46,3.345,805700,2/17/23,2699095
GEL,Genesis Energy LP,10.97,-0.27,-2.40%,11.32,10.87,246000,2/17/23,2698620
DKL,Delek Logistics Partners LP,48.7,-0.71,-1.44%,50.02,48.38,55300,2/17/23,2693110
DESP,Despegar.com Corp,6.47,-0.24,-3.58%,6.69,6.2202,415900,2/17/23,2690873
GLL,Ultrashort Gold -2X ETF,30.69,-0.17,-0.55%,31.3008,30.63,87600,2/17/23,2688444
WKME,Walkme Ltd,11.09,-0.61,-5.21%,11.57,10.69,242400,2/17/23,2688216
MLN,Vaneck Vaneck Corp Long Muni ETF,17.58,-0.1,-0.57%,17.62,17.52,152800,2/17/23,2686224
HRT,Hireright Holdings Corp,11.5,0.16,1.41%,11.775,11.37,232800,2/17/23,2677200
HYLN,Hyliion Hldg Corp Cl A,3.26,0.08,2.52%,3.26,3.07,820300,2/17/23,2674178
IYJ,US Industrials Ishares ETF,102.31,-0.01,-0.01%,102.34,101.5,26100,2/17/23,2670291
PXJ,Dynamic Oil & Gas Services Invesco ETF,5.51,-0.2,-3.50%,5.64,5.46,483000,2/17/23,2661330
IGRO,Intl Dividend Growth Ishares ETF,61.02,0.21,0.35%,61.02,60.53,43600,2/17/23,2660472
TCMD,Tactile Systems Technology Inc,14.02,0.26,1.89%,14.16,13.52,189700,2/17/23,2659594
SMMT,Summit Therapeu ADR,2.38,0.18,8.18%,2.44,2.12,1116200,2/17/23,2656556
CLBT,Cellebrite Di Ltd,5.75,-0.2,-3.36%,5.89,5.51,461700,2/17/23,2654775
SCSC,Scansource Inc,32,-0.07,-0.22%,32.38,31.86,82900,2/17/23,2652800
NTGR,Netgear Inc,19.23,0.08,0.42%,19.43,18.99,137900,2/17/23,2651817
MSBI,Midland Sts BNC,26.37,0.31,1.19%,26.38,25.93,100500,2/17/23,2650185
NEXT,Nextdecade Corp,6.81,-0.24,-3.40%,7.25,6.8,388700,2/17/23,2647047
VRAY,Viewray Inc,4.57,-0.01,-0.22%,4.62,4.54,579100,2/17/23,2646487
FDD,Stoxx Euro Select Div First Trust,12.49,0.13,1.05%,12.51,12.36,211800,2/17/23,2645382
RYF,S&P 500 EW Financials Invesco ETF,60.93,0.02,0.03%,60.93,60.46,43400,2/17/23,2644362
SPH,Suburban Propane Partners LP,15.48,-0.11,-0.71%,15.65,15.41,170500,2/17/23,2639340
ONEW,Onewater Marine Inc Cl A,30.15,-0.49,-1.60%,31.12,30.06,87000,2/17/23,2623050
RXT,Rackspace Technology Inc,2.93,-0.08,-2.66%,3.05,2.84,894800,2/17/23,2621764
VTOL,Bristow Group Inc,28.11,-0.83,-2.87%,29.2,27.85,93200,2/17/23,2619852
AGTI,Agiliti Inc,18.5,0.04,0.22%,18.63,18.07,141500,2/17/23,2617750
BUG,Gx Cybersecurity ETF,22.82,-0.23,-1.00%,22.84,22.46,114600,2/17/23,2615172
HTBI,Hometrust Bancshares,28.07,0.54,1.96%,28.08,27.56,93000,2/17/23,2610510
MVST,Microvast Hldgs Inc,1.45,-0.045,-3.01%,1.52,1.41,1800000,2/17/23,2610000
ALVR,Allovir Inc,6.94,0.76,12.30%,7.24,6.14,375600,2/17/23,2606664
